sequence_number	US	source_a	source_c	source_b	source_d	source_e	source_m	source_o	source_h	source_r	source_s	source_t	source_u	source_p	source_x	source_w	Freq	last_update_days_ago	1st_update_days_ago	Web order	Gender=male	Address_is_res	Purchase	Spending
1047	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2389	2529	0	1	0	1	384.65
1048	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2249	2249	1	1	0	1	146
1049	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4096	4096	1	1	0	1	228.69
1050	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2977	2977	0	1	0	0	0
1051	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2794	2794	1	0	0	0	0.07
1052	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1618	1653	0	0	1	0	0.06
1053	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3067	3067	0	0	0	1	228.5
1054	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3822	3822	1	0	0	0	0.07
1055	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	513	513	1	1	0	1	119
1056	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	442	1134	0	0	0	1	137.7
1057	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	471	2348	0	1	1	1	622.56
1058	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1962	1968	1	0	1	0	0.13
1059	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1800	1800	0	0	1	0	0.06
1060	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	1340	3045	1	0	0	1	262.07
1061	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1451	1451	0	0	0	0	0
1062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	912	912	0	0	0	1	551
1063	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2752	2752	0	1	1	1	34.5
1064	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1379	2927	1	0	1	1	63.06
1065	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1415	1436	0	0	1	0	0.06
1066	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	380	3642	1	1	0	1	450.07
1067	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	3791	3791	0	0	0	0	0
1068	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1261	1261	1	0	1	1	43.5
1069	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1379	1401	0	0	1	1	192.56
1070	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2072	2100	0	1	0	0	0.05
1071	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3500	3500	0	1	0	0	0
1072	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	220	3236	0	1	0	1	1446
1073	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3339	3356	1	0	0	1	38
1074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	604	604	1	0	0	0	0
1075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1521	1561	1	0	1	0	0.06
1076	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3444	3444	0	1	0	1	70.62
1077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1582	1604	0	1	0	0	0.06
1078	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2905	2905	0	0	0	0	0
1079	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	967	967	1	0	0	0	0
1080	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2571	2579	1	1	0	1	160.5
1081	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2857	2857	0	0	0	0	0.07
1082	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1882	1925	0	0	1	0	0.06
1083	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3502	3502	0	1	0	0	0
1084	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2257	2263	1	0	0	1	264
1085	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2961	2961	0	1	1	0	0.07
1086	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1882	1933	1	0	1	1	3.5
1087	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3608	3608	1	0	0	1	22.07
1088	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	486	3089	0	1	0	1	321
1089	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	490	2829	0	0	0	1	203.5
1090	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3040	3040	1	1	0	0	0.07
1091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1318	1318	1	1	0	0	0
1092	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1920	1963	1	1	0	1	138.06
1093	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1882	1932	0	1	1	0	0.06
1094	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3694	3694	1	1	0	0	0
1095	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2978	2978	1	0	0	0	0.07
1096	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1882	1914	0	1	1	0	0.06
1097	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1010	1010	1	0	0	0	0.07
1098	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	700	3215	1	0	1	1	438.07
1099	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	239	2296	1	0	0	1	1161.4
1100	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	486	486	1	1	0	1	159
1101	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1882	1914	1	1	1	0	0.06
1102	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3009	3009	1	1	0	1	183.5
1103	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3311	3311	1	1	0	0	0.07
1104	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2460	3125	1	1	0	1	162
1105	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	455	731	0	0	1	0	0.06
1106	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1021	2418	0	1	1	1	285
1107	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1109	1764	0	0	1	1	173.06
1108	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1350	1350	1	1	0	0	0
1109	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2327	2327	0	0	1	1	157.5
1110	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	724	724	1	1	0	1	43
1111	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	1856	3694	1	0	1	0	0.06
1112	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3694	3694	0	1	0	0	0
1113	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	828	1147	0	0	0	0	0
1114	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2506	2506	0	0	0	0	0.07
1115	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2960	3222	0	1	1	1	159.57
1116	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	372	2383	0	0	0	1	149
1117	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1962	3401	0	0	0	0	0.06
1118	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	556	556	1	0	0	1	174
1119	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3124	3124	0	1	0	0	0
1120	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2662	2662	1	1	0	0	0.07
1121	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3548	3548	1	0	0	0	0.08
1122	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2404	2404	0	0	0	0	0
1123	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1521	1583	0	1	0	0	0.06
1124	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3747	3747	1	1	0	0	0
1125	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	23	115	1	1	0	0	0.06
1126	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	658	658	0	1	0	1	55.95
1127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1402	1402	1	0	0	0	0
1128	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3400	3400	0	0	0	0	0.07
1129	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3458	3458	0	0	0	0	0.08
1130	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1879	1910	0	0	1	0	0.06
1131	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2856	2856	0	0	0	0	0.07
1132	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2872	2872	0	0	0	0	0.07
1133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	829	829	0	1	0	1	89
1134	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1779	1779	0	0	0	0	0.07
1135	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1036	1036	1	1	0	0	0
1136	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	360	3027	1	0	0	1	1305
1137	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	995	995	0	1	1	0	0.06
1138	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3694	3694	1	1	0	0	0
1139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	835	1091	1	0	0	1	240.95
1140	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	890	890	1	0	0	0	0.07
1141	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3159	3159	1	0	0	0	0
1142	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3292	3292	0	0	0	1	128.18
1143	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2467	2467	1	1	0	1	129.5
1144	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1619	1619	1	0	0	1	20
1145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1079	1079	1	1	0	0	0
1146	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2739	2739	0	0	0	1	8
1147	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	1877	2019	0	0	0	1	255
1148	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2877	2877	0	0	0	0	0
1149	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3286	3286	1	0	0	1	127.95
1150	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2786	2786	0	1	0	0	0
1151	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2900	2900	0	0	0	0	0
1152	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3747	3747	1	1	0	0	0
1153	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3822	3822	0	1	0	1	97.18
1154	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	23	23	1	1	0	0	0.06
1155	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	27	27	0	1	0	0	0.07
1156	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	868	868	0	1	0	0	0
1157	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	456	456	1	0	1	1	306
1158	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	3201	3249	0	1	0	0	0.07
1159	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	134	134	0	0	0	1	163
1160	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	4157	4157	1	1	0	1	253.97
1161	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	204	217	0	1	0	0	0.07
1162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1617	1617	1	1	0	1	169.5
1163	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1583	1583	0	0	0	0	0
1164	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2863	2863	0	0	0	0	0.07
1165	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	499	2758	1	1	0	1	236.5
1166	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	829	829	1	1	0	1	202
1167	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	220	220	0	0	0	0	0.07
1168	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3403	3403	0	1	0	0	0
1169	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	835	1715	0	0	1	1	56.01
1170	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3745	3745	0	0	0	0	0
1171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	437	616	0	0	0	1	114
1172	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2996	2996	0	1	0	0	0
1173	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2809	2841	0	0	0	1	191.07
1174	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3746	3746	0	1	0	0	0
1175	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	4065	4065	0	1	1	1	98.5
1176	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3619	3619	0	1	0	0	0
1177	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	3641	3641	1	0	0	0	0.07
1178	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2376	2376	1	0	0	0	0
1179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	743	1242	1	1	1	1	46.56
1180	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	804	3027	1	0	0	1	302.5
1181	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2786	2786	0	1	0	0	0
1182	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2859	2859	0	1	0	0	0
1183	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1710	1746	0	0	1	0	0.06
1184	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	583	598	1	1	0	1	149
1185	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2767	2767	0	1	0	0	0
1186	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3914	3914	0	1	0	0	0
1187	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	471	3304	1	1	0	1	248.6
1188	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	542	3125	0	0	0	1	578.37
1189	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	463	1949	0	0	0	1	411.95
1190	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	925	925	1	1	0	1	103.5
1191	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2863	2863	1	1	0	0	0.07
1192	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3522	3522	0	1	0	0	0
1193	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3587	3587	1	1	0	1	32.9
1194	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	854	854	0	1	0	0	0
1195	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2963	2963	1	1	0	1	164.93
1196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3507	3507	1	1	0	0	0
1197	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	4096	4096	1	0	0	0	0
1198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1010	1010	0	1	0	0	0
1199	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3747	3747	1	0	0	0	0
1200	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2891	3852	0	1	0	0	0
1201	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3125	3125	1	0	0	1	102.5
1202	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2899	3852	1	1	0	1	320.17
1203	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	744	770	0	1	1	0	0.06
1204	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2564	2564	0	0	0	0	0.07
1205	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3747	3747	0	1	0	0	0
1206	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3474	3474	1	1	0	1	45.07
1207	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1646	1682	0	1	1	0	0.06
1208	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3680	3680	0	0	0	0	0
1209	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	525	2513	0	1	0	1	489.5
1210	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3353	3353	0	0	0	0	0
1211	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2765	2765	1	0	0	0	0
1212	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3114	3114	0	0	0	0	0
1213	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2558	2558	1	1	0	0	0.07
1214	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2634	2634	0	1	0	0	0.07
1215	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	1018	2984	1	0	0	1	404.56
1216	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	869	2767	0	1	0	1	117.32
1217	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	689	689	1	0	0	0	0.07
1218	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2856	3069	0	0	0	1	78
1219	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2632	2632	0	0	0	0	0
1220	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2943	2943	1	1	0	1	183.25
1221	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2851	2851	0	1	0	0	0.07
1222	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2522	2522	0	1	1	0	0
1223	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3772	3772	0	1	0	0	0.07
1224	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	37	1910	0	0	1	1	623.58
1225	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3401	3401	0	0	0	0	0
1226	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2318	2333	1	0	0	1	160.57
1227	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2165	3240	1	1	0	1	156.95
1228	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2838	2838	1	0	0	1	34.5
1229	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2730	2730	0	0	0	0	0
1230	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1451	1451	1	1	0	0	0
1231	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	408	3914	1	0	0	1	197.06
1232	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3180	3180	0	0	0	0	0
1233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	532	532	0	0	0	0	0
1234	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2817	2927	1	0	0	1	163
1235	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3613	3613	0	1	0	0	0.07
1236	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1877	1969	1	1	0	1	212.07
1237	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3270	3270	0	1	0	1	38.21
1238	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3143	3143	0	1	0	1	229
1239	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	511	945	0	0	1	1	172.5
1240	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2009	2009	0	1	0	0	0
1241	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1017	2431	1	1	0	1	254
1242	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2744	2744	1	1	0	1	229.5
1243	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1521	1577	1	0	1	1	39.56
1244	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	784	784	1	1	1	0	0.06
1245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1121	1262	1	1	0	1	288
1246	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2787	2787	1	1	0	0	0.07
1247	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2255	2255	0	1	0	1	161.21
1248	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1618	1639	0	1	1	0	0.06
1249	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1436	1463	0	1	1	0	0.06
1250	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1275	1323	1	1	1	1	139.56
1251	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3548	3548	0	0	0	0	0.08
1252	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1241	1311	1	0	1	1	255.06
1253	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3215	3215	0	0	0	1	229.5
1254	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1962	1983	0	0	1	0	0.06
1255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3403	3403	1	1	0	0	0
1256	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3564	3564	1	0	1	1	128.36
1257	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	463	2109	0	1	0	1	517.05
1258	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2569	2569	1	0	0	0	0
1259	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1221	1221	1	1	1	1	163.5
1260	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1430	1534	0	1	1	1	64.56
1261	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	364	364	0	1	0	1	149
1262	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3694	3694	0	1	0	0	0
1263	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	463	772	0	0	1	1	405.95
1264	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3304	3304	0	0	0	1	129.1
1265	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4096	4096	0	0	0	0	0
1266	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2977	2977	0	0	1	0	0.07
1267	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3852	3852	1	0	1	0	0
1268	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3354	3354	0	1	0	0	0
1269	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2274	2274	0	0	0	1	46
1270	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1221	1221	1	1	1	1	43.5
1271	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3464	3464	1	1	0	0	0.07
1272	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3269	3269	1	0	0	0	0.07
1273	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	3426	3426	1	0	0	1	198.07
1274	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	3243	3278	1	0	1	1	7.4
1275	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3883	3883	1	0	1	1	128.48
1276	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3353	3353	1	0	0	1	213
1277	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1147	1147	1	1	0	1	200.5
1278	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3852	3852	0	0	1	0	0
1279	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2527	2527	1	0	0	1	160.5
1280	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1758	1787	0	0	0	1	229.55
1281	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	216	216	0	0	1	0	0
1282	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	792	2831	1	1	1	0	0.06
1283	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3717	3717	0	1	0	0	0.07
1284	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3755	3755	0	1	0	0	0.07
1285	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4188	4188	1	0	0	0	0
1286	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	666	826	0	0	0	1	265
1287	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3605	3944	0	0	0	1	245.5
1288	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3536	3536	0	1	0	0	0
1289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	255	408	1	1	0	1	318
1290	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2915	2915	0	1	1	0	0
1291	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3401	3401	0	0	0	0	0
1292	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	1857	3662	0	1	0	1	240.07
1293	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	890	890	1	1	0	0	0.07
1294	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2807	2807	1	0	0	1	53.5
1295	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	167	167	0	0	1	0	0
1296	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1897	1897	0	0	0	1	164.93
1297	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2618	2618	0	0	0	0	0.07
1298	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1969	2075	1	0	1	1	171.13
1299	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	3709	3709	1	1	0	1	97.94
1300	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	217	217	1	1	0	1	40
1301	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2773	2773	1	0	0	0	0
1302	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3430	3430	0	0	0	0	0
1303	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	295	3020	1	1	1	1	531.06
1304	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3944	3944	0	1	0	0	0
